"Latest: Time (s)","Latest: Potential 1 (V)","Latest: Potential 2 (V)","Latest: photodiode voltage shifted","Latest: sweep field voltage shifted"
6.05,-2.719,-6.084,0.751,-0.574
6.06,-2.719,-6.084,0.751,-0.574
6.07,-2.719,-6.084,0.751,-0.574
6.08,-2.716,-6.084,0.754,-0.574
6.09,-2.728,-6.084,0.742,-0.574
6.10,-2.734,-6.084,0.736,-0.574
6.11,-2.719,-6.084,0.751,-0.574
6.12,-2.719,-6.084,0.751,-0.574
6.13,-2.719,-6.084,0.751,-0.574
6.14,-2.723,-6.084,0.747,-0.574
6.15,-2.732,-6.084,0.738,-0.574
6.16,-2.740,-6.084,0.730,-0.574
6.17,-2.719,-6.084,0.751,-0.574
6.18,-2.719,-6.084,0.751,-0.574
6.19,-2.719,-6.084,0.751,-0.574
6.20,-2.725,-6.084,0.745,-0.574
6.21,-2.732,-6.084,0.738,-0.574
6.22,-2.734,-6.084,0.736,-0.574
6.23,-2.719,-6.084,0.751,-0.574
6.24,-2.723,-6.084,0.747,-0.574
6.25,-2.719,-6.084,0.751,-0.574
6.26,-2.728,-6.084,0.742,-0.574
6.27,-2.734,-6.084,0.736,-0.574
6.28,-2.732,-6.084,0.738,-0.574
6.29,-2.719,-6.084,0.751,-0.574
6.30,-2.723,-6.084,0.747,-0.574
6.31,-2.719,-6.084,0.751,-0.574
6.32,-2.728,-6.084,0.742,-0.574
6.33,-2.734,-6.084,0.736,-0.574
6.34,-2.725,-6.084,0.745,-0.574
6.35,-2.723,-6.084,0.747,-0.574
6.36,-2.719,-6.084,0.751,-0.574
6.37,-2.719,-6.084,0.751,-0.574
6.38,-2.732,-6.084,0.738,-0.574
6.39,-2.732,-6.084,0.738,-0.574
6.40,-2.725,-6.084,0.745,-0.574
6.41,-2.719,-6.084,0.751,-0.574
6.42,-2.723,-6.084,0.747,-0.574
6.43,-2.719,-6.084,0.751,-0.574
6.44,-2.740,-6.084,0.730,-0.574
6.45,-2.723,-6.084,0.747,-0.574
6.46,-2.723,-6.084,0.747,-0.574
6.47,-2.719,-6.084,0.751,-0.574
6.48,-2.719,-6.084,0.751,-0.574
6.49,-2.737,-6.084,0.733,-0.574
6.50,-2.728,-6.084,0.742,-0.574
6.51,-2.725,-6.084,0.745,-0.574
6.52,-2.723,-6.084,0.747,-0.574
6.53,-2.725,-6.084,0.745,-0.574
6.54,-2.728,-6.084,0.742,-0.574
6.55,-2.734,-6.084,0.736,-0.574
6.56,-2.725,-6.084,0.745,-0.574
6.57,-2.725,-6.084,0.745,-0.574
6.58,-2.719,-6.084,0.751,-0.574
6.59,-2.725,-6.084,0.745,-0.574
6.60,-2.732,-6.084,0.738,-0.574
6.61,-2.728,-6.084,0.742,-0.574
6.62,-2.725,-6.084,0.745,-0.574
6.63,-2.723,-6.084,0.747,-0.574
6.64,-2.719,-6.084,0.751,-0.574
6.65,-2.734,-6.084,0.736,-0.574
6.66,-2.719,-6.084,0.751,-0.574
6.67,-2.728,-6.084,0.742,-0.574
6.68,-2.728,-6.084,0.742,-0.574
6.69,-2.725,-6.084,0.745,-0.574
6.70,-2.734,-6.084,0.736,-0.574
6.71,-2.723,-6.084,0.747,-0.574
6.72,-2.728,-6.084,0.742,-0.574
6.73,-2.728,-6.084,0.742,-0.574
6.74,-2.732,-6.084,0.738,-0.574
6.75,-2.728,-6.084,0.742,-0.574
6.76,-2.719,-6.084,0.751,-0.574
6.77,-2.719,-6.084,0.751,-0.574
6.78,-2.728,-6.084,0.742,-0.574
6.79,-2.734,-6.084,0.736,-0.574
6.80,-2.725,-6.084,0.745,-0.574
6.81,-2.719,-6.084,0.751,-0.574
6.82,-2.719,-6.084,0.751,-0.574
6.83,-2.725,-6.084,0.745,-0.574
6.84,-2.740,-6.084,0.730,-0.574
6.85,-2.725,-6.084,0.745,-0.574
6.86,-2.725,-6.084,0.745,-0.574
6.87,-2.723,-6.084,0.747,-0.574
6.88,-2.723,-6.084,0.747,-0.574
6.89,-2.737,-6.084,0.733,-0.574
6.90,-2.728,-6.084,0.742,-0.574
6.91,-2.725,-6.084,0.745,-0.574
6.92,-2.725,-6.084,0.745,-0.574
6.93,-2.732,-6.084,0.738,-0.574
6.94,-2.723,-6.084,0.747,-0.574
6.95,-2.728,-6.084,0.742,-0.574
6.96,-2.728,-6.084,0.742,-0.574
6.97,-2.725,-6.084,0.745,-0.574
6.98,-2.734,-6.084,0.736,-0.574
6.99,-2.719,-6.084,0.751,-0.574
7.00,-2.723,-6.084,0.747,-0.574
7.01,-2.732,-6.084,0.738,-0.574
7.02,-2.737,-6.084,0.733,-0.574
7.03,-2.728,-6.084,0.742,-0.574
7.04,-2.723,-6.084,0.747,-0.574
7.05,-2.725,-6.084,0.745,-0.574
7.06,-2.728,-6.084,0.742,-0.574
7.07,-2.744,-6.084,0.726,-0.574
7.08,-2.728,-6.084,0.742,-0.574
7.09,-2.725,-6.084,0.745,-0.574
7.10,-2.725,-6.084,0.745,-0.574
7.11,-2.734,-6.084,0.736,-0.574
7.12,-2.728,-6.084,0.742,-0.574
7.13,-2.728,-6.084,0.742,-0.574
7.14,-2.728,-6.084,0.742,-0.574
7.15,-2.725,-6.084,0.745,-0.574
7.16,-2.728,-6.084,0.742,-0.574
7.17,-2.725,-6.084,0.745,-0.574
7.18,-2.734,-6.084,0.736,-0.574
7.19,-2.728,-6.084,0.742,-0.574
7.20,-2.740,-6.084,0.730,-0.574
7.21,-2.723,-6.084,0.747,-0.574
7.22,-2.725,-6.084,0.745,-0.574
7.23,-2.732,-6.084,0.738,-0.574
7.24,-2.740,-6.084,0.730,-0.574
7.25,-2.728,-6.084,0.742,-0.574
7.26,-2.725,-6.084,0.745,-0.574
7.27,-2.723,-6.084,0.747,-0.574
7.28,-2.734,-6.084,0.736,-0.574
7.29,-2.728,-6.084,0.742,-0.574
7.30,-2.728,-6.084,0.742,-0.574
7.31,-2.728,-6.084,0.742,-0.574
7.32,-2.734,-6.084,0.736,-0.574
7.33,-2.725,-6.084,0.745,-0.574
7.34,-2.725,-6.084,0.745,-0.574
7.35,-2.734,-6.084,0.736,-0.574
7.36,-2.737,-6.084,0.733,-0.574
7.37,-2.728,-6.084,0.742,-0.574
7.38,-2.725,-6.084,0.745,-0.574
7.39,-2.725,-6.084,0.745,-0.574
7.40,-2.737,-6.084,0.733,-0.574
7.41,-2.734,-6.084,0.736,-0.574
7.42,-2.728,-6.084,0.742,-0.574
7.43,-2.725,-6.084,0.745,-0.574
7.44,-2.725,-6.084,0.745,-0.574
7.45,-2.728,-6.084,0.742,-0.574
7.46,-2.732,-6.084,0.738,-0.574
7.47,-2.732,-6.084,0.738,-0.574
7.48,-2.732,-6.084,0.738,-0.574
7.49,-2.732,-6.084,0.738,-0.574
7.50,-2.728,-6.084,0.742,-0.574
7.51,-2.732,-6.084,0.738,-0.574
7.52,-2.737,-6.084,0.733,-0.574
7.53,-2.732,-6.084,0.738,-0.574
7.54,-2.728,-6.084,0.742,-0.574
7.55,-2.725,-6.084,0.745,-0.574
7.56,-2.734,-6.084,0.736,-0.574
7.57,-2.734,-6.084,0.736,-0.574
7.58,-2.732,-6.084,0.738,-0.574
7.59,-2.732,-6.084,0.738,-0.574
7.60,-2.734,-6.084,0.736,-0.574
7.61,-2.725,-6.084,0.745,-0.574
7.62,-2.728,-6.084,0.742,-0.574
7.63,-2.737,-6.084,0.733,-0.574
7.64,-2.740,-6.084,0.730,-0.574
7.65,-2.728,-6.084,0.742,-0.574
7.66,-2.725,-6.084,0.745,-0.574
7.67,-2.728,-6.084,0.742,-0.574
7.68,-2.744,-6.084,0.726,-0.574
7.69,-2.728,-6.084,0.742,-0.574
7.70,-2.732,-6.084,0.738,-0.574
7.71,-2.728,-6.084,0.742,-0.574
7.72,-2.734,-6.084,0.736,-0.574
7.73,-2.728,-6.084,0.742,-0.574
7.74,-2.734,-6.084,0.736,-0.574
7.75,-2.737,-6.084,0.733,-0.574
7.76,-2.732,-6.084,0.738,-0.574
7.77,-2.728,-6.084,0.742,-0.574
7.78,-2.728,-6.084,0.742,-0.574
7.79,-2.740,-6.084,0.730,-0.574
7.80,-2.734,-6.084,0.736,-0.574
7.81,-2.732,-6.084,0.738,-0.574
7.82,-2.728,-6.084,0.742,-0.574
7.83,-2.740,-6.084,0.730,-0.574
7.84,-2.728,-6.084,0.742,-0.574
7.85,-2.737,-6.084,0.733,-0.574
7.86,-2.737,-6.084,0.733,-0.574
7.87,-2.728,-6.084,0.742,-0.574
7.88,-2.728,-6.084,0.742,-0.574
7.89,-2.728,-6.084,0.742,-0.574
7.90,-2.744,-6.084,0.726,-0.574
7.91,-2.734,-6.084,0.736,-0.574
7.92,-2.734,-6.084,0.736,-0.574
7.93,-2.732,-6.084,0.738,-0.574
7.94,-2.728,-6.084,0.742,-0.574
7.95,-2.728,-6.084,0.742,-0.574
7.96,-2.737,-6.084,0.733,-0.574
7.97,-2.740,-6.084,0.730,-0.574
7.98,-2.734,-6.084,0.736,-0.574
7.99,-2.728,-6.084,0.742,-0.574
8.00,-2.732,-6.084,0.738,-0.574
8.01,-2.737,-6.084,0.733,-0.574
8.02,-2.737,-6.084,0.733,-0.574
8.03,-2.734,-6.084,0.736,-0.574
8.04,-2.737,-6.084,0.733,-0.574
8.05,-2.728,-6.084,0.742,-0.574
8.06,-2.728,-6.084,0.742,-0.574
8.07,-2.737,-6.084,0.733,-0.574
8.08,-2.740,-6.084,0.730,-0.574
8.09,-2.734,-6.084,0.736,-0.574
8.10,-2.732,-6.084,0.738,-0.574
8.11,-2.740,-6.084,0.730,-0.574
8.12,-2.728,-6.084,0.742,-0.574
8.13,-2.740,-6.084,0.730,-0.574
8.14,-2.734,-6.084,0.736,-0.574
8.15,-2.737,-6.084,0.733,-0.574
8.16,-2.732,-6.084,0.738,-0.574
8.17,-2.732,-6.084,0.738,-0.574
8.18,-2.749,-6.084,0.721,-0.574
8.19,-2.734,-6.084,0.736,-0.574
8.20,-2.734,-6.084,0.736,-0.574
8.21,-2.737,-6.084,0.733,-0.574
8.22,-2.728,-6.084,0.742,-0.574
8.23,-2.732,-6.084,0.738,-0.574
8.24,-2.740,-6.084,0.730,-0.574
8.25,-2.744,-6.084,0.726,-0.574
8.26,-2.732,-6.084,0.738,-0.574
8.27,-2.732,-6.084,0.738,-0.574
8.28,-2.740,-6.084,0.730,-0.574
8.29,-2.737,-6.084,0.733,-0.574
8.30,-2.740,-6.084,0.730,-0.574
8.31,-2.737,-6.084,0.733,-0.574
8.32,-2.734,-6.084,0.736,-0.574
8.33,-2.732,-6.084,0.738,-0.574
8.34,-2.732,-6.084,0.738,-0.574
8.35,-2.749,-6.084,0.721,-0.574
8.36,-2.734,-6.084,0.736,-0.574
8.37,-2.737,-6.084,0.733,-0.574
8.38,-2.744,-6.084,0.726,-0.574
8.39,-2.732,-6.084,0.738,-0.574
8.40,-2.737,-6.084,0.733,-0.574
8.41,-2.749,-6.084,0.721,-0.574
8.42,-2.734,-6.084,0.736,-0.574
8.43,-2.734,-6.084,0.736,-0.574
8.44,-2.734,-6.084,0.736,-0.574
8.45,-2.732,-6.084,0.738,-0.574
8.46,-2.740,-6.084,0.730,-0.574
8.47,-2.737,-6.084,0.733,-0.574
8.48,-2.740,-6.084,0.730,-0.574
8.49,-2.734,-6.084,0.736,-0.574
8.50,-2.734,-6.084,0.736,-0.574
8.51,-2.749,-6.084,0.721,-0.574
8.52,-2.740,-6.081,0.730,-0.571
8.53,-2.737,-6.084,0.733,-0.574
8.54,-2.746,-6.078,0.724,-0.568
8.55,-2.734,-6.084,0.736,-0.574
8.56,-2.734,-6.084,0.736,-0.574
8.57,-2.749,-6.078,0.721,-0.568
8.58,-2.734,-6.072,0.736,-0.562
8.59,-2.737,-6.084,0.733,-0.574
8.60,-2.737,-6.078,0.733,-0.568
8.61,-2.734,-6.078,0.736,-0.568
8.62,-2.737,-6.075,0.733,-0.565
8.63,-2.749,-6.072,0.721,-0.562
8.64,-2.737,-6.063,0.733,-0.553
8.65,-2.737,-6.066,0.733,-0.556
8.66,-2.737,-6.075,0.733,-0.565
8.67,-2.734,-6.063,0.736,-0.553
8.68,-2.740,-6.060,0.730,-0.550
8.69,-2.740,-6.063,0.730,-0.553
8.70,-2.737,-6.060,0.733,-0.550
8.71,-2.737,-6.060,0.733,-0.550
8.72,-2.734,-6.066,0.736,-0.556
8.73,-2.737,-6.051,0.733,-0.541
8.74,-2.744,-6.051,0.726,-0.541
8.75,-2.740,-6.057,0.730,-0.547
8.76,-2.740,-6.051,0.730,-0.541
8.77,-2.737,-6.060,0.733,-0.550
8.78,-2.737,-6.051,0.733,-0.541
8.79,-2.740,-6.045,0.730,-0.535
8.80,-2.740,-6.045,0.730,-0.535
8.81,-2.740,-6.048,0.730,-0.538
8.82,-2.737,-6.048,0.733,-0.538
8.83,-2.740,-6.051,0.730,-0.541
8.84,-2.749,-6.045,0.721,-0.535
8.85,-2.744,-6.039,0.726,-0.529
8.86,-2.740,-6.039,0.730,-0.529
8.87,-2.744,-6.039,0.726,-0.529
8.88,-2.740,-6.048,0.730,-0.538
8.89,-2.737,-6.036,0.733,-0.526
8.90,-2.749,-6.039,0.721,-0.529
8.91,-2.740,-6.033,0.730,-0.523
8.92,-2.740,-6.036,0.730,-0.526
8.93,-2.746,-6.036,0.724,-0.526
8.94,-2.737,-6.036,0.733,-0.526
8.95,-2.749,-6.036,0.721,-0.526
8.96,-2.758,-6.030,0.712,-0.520
8.97,-2.740,-6.024,0.730,-0.514
8.98,-2.740,-6.036,0.730,-0.526
8.99,-2.752,-6.039,0.718,-0.529
9.00,-2.737,-6.018,0.733,-0.508
9.01,-2.746,-6.033,0.724,-0.523
9.02,-2.752,-6.018,0.718,-0.508
9.03,-2.740,-6.018,0.730,-0.508
9.04,-2.740,-6.036,0.730,-0.526
9.05,-2.752,-6.024,0.718,-0.514
9.06,-2.749,-6.015,0.721,-0.505
9.07,-2.749,-6.018,0.721,-0.508
9.08,-2.749,-6.009,0.721,-0.499
9.09,-2.740,-6.009,0.730,-0.499
9.10,-2.744,-6.024,0.726,-0.514
9.11,-2.740,-6.009,0.730,-0.499
9.12,-2.749,-6.009,0.721,-0.499
9.13,-2.749,-6.009,0.721,-0.499
9.14,-2.740,-6.003,0.730,-0.493
9.15,-2.744,-6.024,0.726,-0.514
9.16,-2.752,-6.012,0.718,-0.502
9.17,-2.749,-6.000,0.721,-0.490
9.18,-2.749,-6.009,0.721,-0.499
9.19,-2.758,-6.000,0.712,-0.490
9.20,-2.744,-5.994,0.726,-0.484
9.21,-2.744,-6.015,0.726,-0.505
9.22,-2.752,-5.997,0.718,-0.487
9.23,-2.752,-5.991,0.718,-0.481
9.24,-2.749,-6.000,0.721,-0.490
9.25,-2.746,-5.991,0.724,-0.481
9.26,-2.744,-6.000,0.726,-0.490
9.27,-2.749,-5.997,0.721,-0.487
9.28,-2.749,-5.985,0.721,-0.475
9.29,-2.749,-5.997,0.721,-0.487
9.30,-2.758,-5.991,0.712,-0.481
9.31,-2.746,-5.985,0.724,-0.475
9.32,-2.746,-6.003,0.724,-0.493
9.33,-2.758,-5.982,0.712,-0.472
9.34,-2.752,-5.979,0.718,-0.469
9.35,-2.749,-5.985,0.721,-0.475
9.36,-2.746,-5.979,0.724,-0.469
9.37,-2.746,-5.988,0.724,-0.478
9.38,-2.749,-5.979,0.721,-0.469
9.39,-2.752,-5.973,0.718,-0.463
9.40,-2.752,-5.979,0.718,-0.469
9.41,-2.764,-5.973,0.706,-0.463
9.42,-2.749,-5.967,0.721,-0.457
9.43,-2.749,-5.985,0.721,-0.475
9.44,-2.749,-5.967,0.721,-0.457
9.45,-2.758,-5.967,0.712,-0.457
9.46,-2.758,-5.967,0.712,-0.457
9.47,-2.752,-5.964,0.718,-0.454
9.48,-2.749,-5.979,0.721,-0.469
9.49,-2.761,-5.964,0.709,-0.454
9.50,-2.752,-5.961,0.718,-0.451
9.51,-2.752,-5.967,0.718,-0.457
9.52,-2.752,-5.955,0.718,-0.445
9.53,-2.749,-5.958,0.721,-0.448
9.54,-2.758,-5.967,0.712,-0.457
9.55,-2.749,-5.955,0.721,-0.445
9.56,-2.758,-5.967,0.712,-0.457
9.57,-2.764,-5.952,0.706,-0.442
9.58,-2.752,-5.949,0.718,-0.439
9.59,-2.752,-5.964,0.718,-0.454
9.60,-2.749,-5.952,0.721,-0.442
9.61,-2.758,-5.955,0.712,-0.445
9.62,-2.764,-5.946,0.706,-0.436
9.63,-2.752,-5.946,0.718,-0.436
9.64,-2.752,-5.952,0.718,-0.442
9.65,-2.755,-5.952,0.715,-0.442
9.66,-2.758,-5.940,0.712,-0.430
9.67,-2.767,-5.943,0.703,-0.433
9.68,-2.755,-5.937,0.715,-0.427
9.69,-2.755,-5.943,0.715,-0.433
9.70,-2.764,-5.946,0.706,-0.436
9.71,-2.752,-5.937,0.718,-0.427
9.72,-2.761,-5.937,0.709,-0.427
9.73,-2.755,-5.931,0.715,-0.421
9.74,-2.758,-5.937,0.712,-0.427
9.75,-2.767,-5.931,0.703,-0.421
9.76,-2.758,-5.937,0.712,-0.427
9.77,-2.761,-5.931,0.709,-0.421
9.78,-2.761,-5.922,0.709,-0.412
9.79,-2.761,-5.931,0.709,-0.421
9.80,-2.770,-5.925,0.700,-0.415
9.81,-2.758,-5.931,0.712,-0.421
9.82,-2.758,-5.922,0.712,-0.412
9.83,-2.764,-5.922,0.706,-0.412
9.84,-2.761,-5.931,0.709,-0.421
9.85,-2.773,-5.922,0.697,-0.412
9.86,-2.758,-5.916,0.712,-0.406
9.87,-2.758,-5.928,0.712,-0.418
9.88,-2.761,-5.913,0.709,-0.403
9.89,-2.767,-5.922,0.703,-0.412
9.90,-2.776,-5.913,0.694,-0.403
9.91,-2.758,-5.907,0.712,-0.397
9.92,-2.761,-5.919,0.709,-0.409
9.93,-2.761,-5.907,0.709,-0.397
9.94,-2.767,-5.919,0.703,-0.409
9.95,-2.770,-5.904,0.700,-0.394
9.96,-2.764,-5.904,0.706,-0.394
9.97,-2.770,-5.916,0.700,-0.406
9.98,-2.761,-5.907,0.709,-0.397
9.99,-2.767,-5.910,0.703,-0.400
10.00,-2.767,-5.895,0.703,-0.385
10.01,-2.764,-5.904,0.706,-0.394
10.02,-2.773,-5.898,0.697,-0.388
10.03,-2.761,-5.907,0.709,-0.397
10.04,-2.764,-5.898,0.706,-0.388
10.05,-2.770,-5.889,0.700,-0.379
10.06,-2.767,-5.898,0.703,-0.388
10.07,-2.776,-5.892,0.694,-0.382
10.08,-2.764,-5.892,0.706,-0.382
10.09,-2.773,-5.895,0.697,-0.385
10.10,-2.773,-5.886,0.697,-0.376
10.11,-2.770,-5.895,0.700,-0.385
10.12,-2.767,-5.883,0.703,-0.373
10.13,-2.767,-5.892,0.703,-0.382
10.14,-2.779,-5.895,0.691,-0.385
10.15,-2.773,-5.880,0.697,-0.370
10.16,-2.776,-5.886,0.694,-0.376
10.17,-2.773,-5.880,0.697,-0.370
10.18,-2.773,-5.889,0.697,-0.379
10.19,-2.773,-5.886,0.697,-0.376
10.20,-2.770,-5.880,0.700,-0.370
10.21,-2.788,-5.874,0.682,-0.364
10.22,-2.776,-5.871,0.694,-0.361
10.23,-2.773,-5.874,0.697,-0.364
10.24,-2.773,-5.874,0.697,-0.364
10.25,-2.773,-5.895,0.697,-0.385
10.26,-2.785,-5.865,0.685,-0.355
10.27,-2.782,-5.868,0.688,-0.358
10.28,-2.788,-5.868,0.682,-0.358
10.29,-2.773,-5.859,0.697,-0.349
10.30,-2.773,-5.877,0.697,-0.367
10.31,-2.773,-5.859,0.697,-0.349
10.32,-2.782,-5.871,0.688,-0.361
10.33,-2.782,-5.859,0.688,-0.349
10.34,-2.776,-5.862,0.694,-0.352
10.35,-2.788,-5.859,0.682,-0.349
10.36,-2.776,-5.862,0.694,-0.352
10.37,-2.779,-5.856,0.691,-0.346
10.38,-2.785,-5.853,0.685,-0.343
10.39,-2.782,-5.859,0.688,-0.349
10.40,-2.782,-5.847,0.688,-0.337
10.41,-2.782,-5.871,0.688,-0.361
10.42,-2.791,-5.853,0.679,-0.343
10.43,-2.785,-5.847,0.685,-0.337
10.44,-2.794,-5.847,0.676,-0.337
10.45,-2.788,-5.844,0.682,-0.334
10.46,-2.782,-5.847,0.688,-0.337
10.47,-2.782,-5.850,0.688,-0.340
10.48,-2.782,-5.847,0.688,-0.337
10.49,-2.794,-5.838,0.676,-0.328
10.50,-2.788,-5.844,0.682,-0.334
10.51,-2.797,-5.841,0.673,-0.331
10.52,-2.782,-5.838,0.688,-0.328
10.53,-2.797,-5.847,0.673,-0.337
10.54,-2.785,-5.829,0.685,-0.319
10.55,-2.794,-5.841,0.676,-0.331
10.56,-2.788,-5.832,0.682,-0.322
10.57,-2.788,-5.841,0.682,-0.331
10.58,-2.788,-5.838,0.682,-0.328
10.59,-2.788,-5.838,0.682,-0.328
10.60,-2.806,-5.826,0.664,-0.316
10.61,-2.791,-5.823,0.679,-0.313
10.62,-2.800,-5.826,0.670,-0.316
10.63,-2.791,-5.820,0.679,-0.310
10.64,-2.791,-5.835,0.679,-0.325
10.65,-2.791,-5.817,0.679,-0.307
10.66,-2.800,-5.826,0.670,-0.316
10.67,-2.794,-5.814,0.676,-0.304
10.68,-2.797,-5.823,0.673,-0.313
10.69,-2.797,-5.820,0.673,-0.310
10.70,-2.797,-5.826,0.673,-0.316
10.71,-2.812,-5.811,0.658,-0.301
10.72,-2.803,-5.808,0.667,-0.298
10.73,-2.812,-5.811,0.658,-0.301
10.74,-2.797,-5.811,0.673,-0.301
10.75,-2.806,-5.823,0.664,-0.313
10.76,-2.797,-5.808,0.673,-0.298
10.77,-2.809,-5.808,0.661,-0.298
10.78,-2.806,-5.802,0.664,-0.292
10.79,-2.806,-5.811,0.664,-0.301
10.80,-2.803,-5.799,0.667,-0.289
10.81,-2.803,-5.823,0.667,-0.313
10.82,-2.806,-5.799,0.664,-0.289
10.83,-2.812,-5.808,0.658,-0.298
10.84,-2.815,-5.796,0.655,-0.286
10.85,-2.809,-5.796,0.661,-0.286
10.86,-2.818,-5.796,0.652,-0.286
10.87,-2.806,-5.805,0.664,-0.295
10.88,-2.818,-5.793,0.652,-0.283
10.89,-2.815,-5.790,0.655,-0.280
10.90,-2.821,-5.793,0.649,-0.283
10.91,-2.812,-5.787,0.658,-0.277
10.92,-2.812,-5.796,0.658,-0.286
10.93,-2.812,-5.799,0.658,-0.289
10.94,-2.815,-5.787,0.655,-0.277
10.95,-2.818,-5.784,0.652,-0.274
10.96,-2.818,-5.787,0.652,-0.277
10.97,-2.812,-5.779,0.658,-0.269
10.98,-2.815,-5.796,0.655,-0.286
10.99,-2.815,-5.787,0.655,-0.277
11.00,-2.821,-5.787,0.649,-0.277
11.01,-2.824,-5.775,0.646,-0.265
11.02,-2.824,-5.781,0.646,-0.271
11.03,-2.827,-5.772,0.643,-0.262
11.04,-2.818,-5.793,0.652,-0.283
11.05,-2.836,-5.779,0.634,-0.269
11.06,-2.827,-5.772,0.643,-0.262
11.07,-2.839,-5.770,0.631,-0.260
11.08,-2.827,-5.766,0.643,-0.256
11.09,-2.836,-5.770,0.634,-0.260
11.10,-2.824,-5.772,0.646,-0.262
11.11,-2.833,-5.772,0.637,-0.262
11.12,-2.833,-5.760,0.637,-0.250
11.13,-2.845,-5.763,0.625,-0.253
11.14,-2.836,-5.758,0.634,-0.248
11.15,-2.839,-5.763,0.631,-0.253
11.16,-2.836,-5.766,0.634,-0.256
11.17,-2.839,-5.770,0.631,-0.260
11.18,-2.836,-5.754,0.634,-0.244
11.19,-2.845,-5.754,0.625,-0.244
11.20,-2.839,-5.751,0.631,-0.241
11.21,-2.842,-5.758,0.628,-0.248
11.22,-2.839,-5.749,0.631,-0.239
11.23,-2.839,-5.763,0.631,-0.253
11.24,-2.839,-5.746,0.631,-0.236
11.25,-2.848,-5.754,0.622,-0.244
11.26,-2.848,-5.746,0.622,-0.236
11.27,-2.851,-5.751,0.619,-0.241
11.28,-2.848,-5.746,0.622,-0.236
11.29,-2.848,-5.758,0.622,-0.248
11.30,-2.848,-5.746,0.622,-0.236
11.31,-2.857,-5.749,0.613,-0.239
11.32,-2.857,-5.737,0.613,-0.227
11.33,-2.857,-5.749,0.613,-0.239
11.34,-2.854,-5.733,0.616,-0.223
11.35,-2.857,-5.749,0.613,-0.239
11.36,-2.857,-5.742,0.613,-0.232
11.37,-2.857,-5.740,0.613,-0.230
11.38,-2.863,-5.731,0.607,-0.221
11.39,-2.866,-5.740,0.604,-0.230
11.40,-2.866,-5.728,0.604,-0.218
11.41,-2.866,-5.737,0.604,-0.227
11.42,-2.866,-5.737,0.604,-0.227
11.43,-2.866,-5.737,0.604,-0.227
11.44,-2.872,-5.725,0.598,-0.215
11.45,-2.878,-5.731,0.592,-0.221
11.46,-2.872,-5.719,0.598,-0.209
11.47,-2.878,-5.725,0.592,-0.215
11.48,-2.875,-5.716,0.595,-0.206
11.49,-2.878,-5.733,0.592,-0.223
11.50,-2.878,-5.721,0.592,-0.211
11.51,-2.881,-5.721,0.589,-0.211
11.52,-2.884,-5.713,0.586,-0.203
11.53,-2.887,-5.716,0.583,-0.206
11.54,-2.887,-5.713,0.583,-0.203
11.55,-2.887,-5.716,0.583,-0.206
11.56,-2.887,-5.719,0.583,-0.209
11.57,-2.887,-5.716,0.583,-0.206
11.58,-2.893,-5.707,0.577,-0.197
11.59,-2.902,-5.710,0.568,-0.200
11.60,-2.896,-5.698,0.574,-0.188
11.61,-2.899,-5.704,0.571,-0.194
11.62,-2.896,-5.695,0.574,-0.185
11.63,-2.905,-5.701,0.565,-0.191
11.64,-2.902,-5.704,0.568,-0.194
11.65,-2.911,-5.698,0.559,-0.188
11.66,-2.911,-5.692,0.559,-0.182
11.67,-2.926,-5.704,0.544,-0.194
11.68,-2.917,-5.689,0.553,-0.179
11.69,-2.926,-5.692,0.544,-0.182
11.70,-2.914,-5.686,0.556,-0.176
11.71,-2.926,-5.698,0.544,-0.188
11.72,-2.917,-5.689,0.553,-0.179
11.73,-2.935,-5.683,0.535,-0.173
11.74,-2.932,-5.683,0.538,-0.173
11.75,-2.938,-5.680,0.532,-0.170
11.76,-2.932,-5.689,0.538,-0.179
11.77,-2.938,-5.677,0.532,-0.167
11.78,-2.932,-5.686,0.538,-0.176
11.79,-2.938,-5.683,0.532,-0.173
11.80,-2.941,-5.704,0.529,-0.194
11.81,-2.941,-5.671,0.529,-0.161
11.82,-2.950,-5.680,0.520,-0.170
11.83,-2.950,-5.668,0.520,-0.158
11.84,-2.953,-5.677,0.517,-0.167
11.85,-2.953,-5.668,0.517,-0.158
11.86,-2.953,-5.671,0.517,-0.161
11.87,-2.956,-5.674,0.514,-0.164
11.88,-2.959,-5.680,0.511,-0.170
11.89,-2.959,-5.665,0.511,-0.155
11.90,-2.977,-5.665,0.493,-0.155
11.91,-2.968,-5.656,0.502,-0.146
11.92,-2.986,-5.665,0.484,-0.155
11.93,-2.980,-5.656,0.490,-0.146
11.94,-2.989,-5.656,0.481,-0.146
11.95,-2.980,-5.665,0.490,-0.155
11.96,-2.989,-5.656,0.481,-0.146
11.97,-2.986,-5.674,0.484,-0.164
11.98,-2.989,-5.662,0.481,-0.152
11.99,-2.989,-5.659,0.481,-0.149
12.00,-2.998,-5.650,0.472,-0.140
12.01,-3.004,-5.656,0.466,-0.146
12.02,-3.004,-5.644,0.466,-0.134
12.03,-3.007,-5.653,0.463,-0.143
12.04,-3.013,-5.644,0.457,-0.134
12.05,-3.016,-5.650,0.454,-0.140
12.06,-3.016,-5.644,0.454,-0.134
12.07,-3.025,-5.647,0.445,-0.137
12.08,-3.025,-5.650,0.445,-0.140
12.09,-3.034,-5.653,0.436,-0.143
